key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,
8,s1d2,s1d2,1,InstanceContent#8,FALSE,0,0,0,战斗精英 魔法导师,ContentMemberType#2,0,0,0,,0,32,34,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,休养胜地布雷福洛克斯野营地,迷宫挑战,6,"在变得茂盛的接雨草树林中，有着布雷福洛克斯一伙哥布林族人搭建的野营地。可是，他们在扩大生活圈的时候却不小心惊动了一个不得了的大家伙的睡眠。

野营地被巨大的生物所袭击，哥布林们也都四散避难。但是他们即使想要外出开辟新天地，流浪所要用到的财产还仍然留在野营地里。布雷福洛克斯还没有放弃希望，她仍然在找寻收复野营地的机会。",7,ui/icon/112000/112007.tex,,-1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://cafemaker.wakingsands.com/i/112000/112007.png
9,w1d3,w1d3,1,InstanceContent#9,FALSE,0,0,0,战斗精英 魔法导师,ContentMemberType#2,0,0,0,,0,35,37,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,古代遗迹喀恩埋没圣堂,迷宫挑战,6,"灼热的太阳之下，一座半埋没的寺庙圣堂静静地躺在干枯的南萨纳兰东部。根据圣堂内的各种迹象来看，这里是古代贝拉哈迪亚城邦的历代国王供奉太阳女神阿泽玛的圣地。

虽然这座圣堂曾经从人们的视线中完全消失过，不过第七灵灾带来的地形变动使得它能够重见天日。不仅如此，当初为了防止偷盗者而布下了很多魔法陷阱，现在看来仍然没有失去作用。",8,ui/icon/112000/112009.tex,,-1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://cafemaker.wakingsands.com/i/112000/112009.png
10,s1d3,s1d3,1,InstanceContent#10,FALSE,0,0,0,战斗精英 魔法导师,ContentMemberType#2,0,0,0,,0,50,50,45,110,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,神灵圣域放浪神古神殿,迷宫挑战,6,"地灵族数十年来在奥·哥摩罗地下进行的采掘作业令拉诺西亚高地的地质变得越来越疏松。在灵灾降临时，石绿湖附近的地层终于承受不住冲击破裂了。这一地形变动导致湖中的水位大幅降低，湖水退去之后出现在人们眼前的，是一座高大的古代神殿。

从调查的情报来看，这座神殿中供奉的是放浪神奥修昂，是1500多年前的古代城邦“尼姆”的守护神。消息传出后，各地的冒险者为了寻找古代的珍宝，展开了古城的探索活动。",13,ui/icon/112000/112010.tex,,-1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://cafemaker.wakingsands.com/i/112000/112010.png
11,r1d1,r1d1,1,InstanceContent#11,FALSE,0,0,0,战斗精英 魔法导师,ContentMemberType#2,0,0,0,,0,41,43,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,对龙城塞石卫塔,迷宫挑战,6,"耸立在云海中的宗教城邦伊修加德有着众多的防空要塞。曾经这些防空要塞都是对抗龙族的重要设施，不过其中也有一些没有经受得住猛烈的攻击而最终陷落，反而变成了龙族眷属的巢穴。石卫塔便是陷落的城塞之一。

不过，放任魔物占据要塞不管并不是伊修加德的作风。名门贵族狄兰达尔家数次动员自家骑兵团展开收复作战，可惜现在仍然处于胶着状态。究竟如何才能打破这种僵持的局面呢？",10,ui/icon/112000/112012.tex,,-1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://cafemaker.wakingsands.com/i/112000/112012.png
12,w1r1,w1r1,1,InstanceContent#12,FALSE,0,0,0,战斗精英 魔法导师,ContentMemberType#2,0,0,0,,0,38,40,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,流沙迷宫樵鸣洞,迷宫挑战,6,"在萨纳兰通往库尔札斯的小路旁边有一个寂静昏暗的小山洞。曾经，往来两地的樵夫们经常会进入到这个洞里稍作休息，以躲避白天的阳光或者度过荒野的夜晚。但是进到洞中的樵夫们却鲜有生还者，留给外人的只有那骇人的悲鸣……

“樵夫的悲鸣”，樵鸣洞的名字蕴含着令人发寒的凄惨意义。据说极其凶恶的魔兽“奇美拉”至今仍然潜伏在洞中。可是曾经“暗夜灯火”佣兵团应该成功打败了这头古代种魔兽才对，难道他们的努力都白费了吗……",9,ui/icon/112000/112011.tex,,-1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://cafemaker.wakingsands.com/i/112000/112011.png
13,r1r1,r1r1,1,InstanceContent#13,FALSE,0,0,0,战斗精英 魔法导师,ContentMemberType#2,0,0,0,,0,44,46,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,山中战线泽梅尔要塞,迷宫挑战,6,"泽梅尔要塞由伊修加德名门之一的泽梅尔家建造，计划利用天然洞窟的地形特点将其内部构筑成对龙用地下要塞。可是他们没有料到洞穴深处有着连通虚无界的裂痕，施工的过程由于大量涌出的妖异而中断。再加上几年前加雷马帝国也开始派兵潜入洞中调查，导致各类问题接踵而至。

现在，虽然帝国军已经停止了派兵调查，但是山洞内部却已经变成了妖异与魔物的巢穴。为了令地下要塞工程重新展开，一定要将这些问题的根源清除干净。",11,ui/icon/112000/112013.tex,,-1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://cafemaker.wakingsands.com/i/112000/112013.png
14,f1d3,f1d3,1,InstanceContent#14,FALSE,0,0,0,战斗精英 魔法导师,ContentMemberType#2,0,0,0,,0,50,50,45,110,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,邪教驻地无限城古堡,迷宫挑战,6,"过去，黑衣森林中曾存在过发达的无限城文明，当时的居民生活富足，对于魔法的研究也到达了相当高的程度，甚至创造出了能够改变物质构造的强力魔法。可是人民变得越来越狂妄，最后终于导致了整个城邦的衰亡。于是黑衣森林的元灵利用魔法将巨大的古城“隐藏”了起来，使这座古城度过了安静的几百年。直至灵灾降临，古城才得以重见天日。

然而最近，本应空无一人的古城中总是会出现奇怪的声音。原来是邪教集团“最后之民”潜入到了内部，并把这座古城作为他们的新驻地。这些崇拜“卫月之神”的狂信者正在准备举行活体献祭的肮脏仪式，一定要尽快制止他们！",16,ui/icon/112000/112015.tex,,-1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://cafemaker.wakingsands.com/i/112000/112015.png
15,w1d4,w1d4,1,InstanceContent#15,FALSE,0,0,0,战斗精英 魔法导师,ContentMemberType#3,0,0,0,,0,50,50,42,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,帝国南方堡外围激战,迷宫挑战,6,"反击作战“贤者行军行动”终于成功进入最后的阶段。艾欧泽亚同盟军以劳班·阿尔丁总帅率领的恒辉队为中心，向帝国军基地“南方堡”发起了进攻。

南方堡的防御设施十分坚固，其中更有帝国军的最强武器——究极神兵坐镇。但是无论前方的阻碍多么巨大，我们也绝对不能退缩，现在正是保家卫国的关键时刻，一定要拼尽全力战斗。愿水晶给予你们指引！",14,ui/icon/112000/112016.tex,,-1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://cafemaker.wakingsands.com/i/112000/112016.png
16,w1d5,w1d5,1,InstanceContent#16,FALSE,0,0,0,战斗精英 魔法导师,ContentMemberType#3,0,0,0,,0,50,50,42,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,天幕魔导城最终决战,迷宫挑战,6,"成功打破高功率魔导结界，也就意味着成功打开了通往帝国南方堡中心的道路。坐落在中心的天幕魔导城就在眼前，战斗也越来越接近尾声。

帝国军的抵抗十分顽强，尽管艾欧泽亚同盟军在劳班总帅的指挥下逐渐缩小了包围圈，可是仍然无法加快推进的速度。究极神兵即将启动，一分一秒都要争取。现在只能先行依靠西德的飞空艇以小规模部队强行突破了，一定要尽快赶到地下工厂破坏究极神兵！",15,ui/icon/112000/112017.tex,,-1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://cafemaker.wakingsands.com/i/112000/112017.png
17,s1d4,s1d4,1,InstanceContent#17,FALSE,0,0,0,战斗精英 魔法导师,ContentMemberType#2,0,0,0,,0,50,50,48,110,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,领航明灯天狼星灯塔,迷宫挑战,6,"天狼星灯塔在灵灾中被巨大的偏属性水晶所贯穿，虽然当局很想着手进行修复，可是却由于传说中的魔物“塞壬”的阻碍迟迟没有任何进展。

虽然之前曾经击退过一次，但是塞壬仍然占据着这座灯塔。并且召唤出了亡者与怪鸟，将整个灯塔作为自己的城堡坚守起来。这座艾欧泽亚地区最大的灯塔，绝对不能一直把持在魔物手中！",17,ui/icon/112000/112027.tex,,-1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://cafemaker.wakingsands.com/i/112000/112027.png
18,w1d6,w1d6,1,InstanceContent#18,FALSE,0,0,0,战斗精英 魔法导师,ContentMemberType#2,0,0,0,,0,50,50,48,110,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,骚乱坑道铜铃铜山,迷宫挑战,6,"冒险者的奋战成功将矿洞内部的百臂巨人族驱逐了出去，铜铃铜山的封锁也就此解除。为了重新对矿洞进行开发，艾玛吉娜矿山公司派遣出了一支采矿工队伍前往调查情况。

可是在铜山的深处，调查队却发现仍然还有百臂巨人族留在那里。为了平息坑道内的骚乱，该是冒险者们再次出发的时候了。",18,ui/icon/112000/112025.tex,,-1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://cafemaker.wakingsands.com/i/112000/112025.png
19,f1d4,f1d4,1,InstanceContent#19,FALSE,0,0,0,战斗精英 魔法导师,ContentMemberType#2,0,0,0,,0,50,50,48,110,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,恶灵府邸静语庄园,迷宫挑战,6,"阿芒迪娜女士原本是格里达尼亚名门达尔坦库尔家族的家主，却在灵灾中失去了原有的美貌。为了取回自己的美貌，她与虚无界的妖异签下了契约，结果导致灵魂被夺走，自身也变成了妖异。

在这件事真相大白之后，鬼哭队为了防止严重事件发生派出了精锐部队前往静语庄园驱除妖异。可是却没有接到任何一个人返回的消息。于是，他们成立了第二支讨伐队，准备再次一探究竟……",19,ui/icon/112000/112026.tex,,-1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://cafemaker.wakingsands.com/i/112000/112026.png
20,s1d6,s1d6,1,InstanceContent#20,FALSE,0,0,0,战斗精英 魔法导师,ContentMemberType#2,0,0,0,,0,50,50,55,110,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,纷争要地布雷福洛克斯野营地,迷宫挑战,6,"布雷福洛克斯的野营地又出问题了，这次她面对的是名为“青蓝之手”的哥布林科学家集团。这群疯狂的科学家想要夺取布雷福洛克斯珍藏的秘密配方，虽然说这秘方是当年布雷福洛克斯从“青蓝之手”那边偷来的……

但是身为盟友，我们不能对她的危机坐视不理。要尽快阻止这场哥布林族的私斗，取回野营地的和平！",22,ui/icon/112000/112048.tex,,-1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://cafemaker.wakingsands.com/i/112000/112048.png
